"specimenID","libraryID","platform","RIN","rnaBatch","libraryBatch","sequencingBatch","libraryPrep","libraryPreparationMethod","isStranded","readStrandOrigin","runType","readLength","barcode","totalReads","mapped","rRNA.rate","assay","referenceSet","libraryVersion","DV200","validBarcodeReads"
"hB_RNA_4801","hB_RNA_4801","HiSeq2500",2.8,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4801,23378317,20110526,0.3721423,"rnaSeq",,,,
"hB_RNA_9191","hB_RNA_9191","HiSeq2500",5,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9191,23381487,20728813,0.31676605,"rnaSeq",,,,
"hB_RNA_4791","hB_RNA_4791","HiSeq2500",7.8,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4791,23398925,20093484,0.42582098,"rnaSeq",,,,
"BM_22_263","BM_22_263","HiSeq2500",5.8,"NA","NA","H154B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,263,23424819,22824625,0.0013342608,"rnaSeq",,,,
"hB_RNA_10577_resequenced","hB_RNA_10577_resequenced","HiSeq2500",2.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10577,23582168,22722049,0.004727171,"rnaSeq",,,,
"hB_RNA_10852_resequenced","hB_RNA_10852_resequenced","HiSeq2500",3.1,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10852,23748635,22988728,0.0049452498,"rnaSeq",,,,
"hB_RNA_9115","hB_RNA_9115","HiSeq2500",3,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9115,23810739,22749010,0.01124616,"rnaSeq",,,,
"hB_RNA_10242_resequenced","hB_RNA_10242_resequenced","HiSeq2500",10,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10242,23816323,21682684,0.0033342736,"rnaSeq",,,,
"hB_RNA_8285_resequenced","hB_RNA_8285_resequenced","HiSeq2500",3.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8285,23838110,21573900,0.02084454,"rnaSeq",,,,
"hB_RNA_8215","hB_RNA_8215","HiSeq2500",7.7,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8215,23922084,22253770,0.0037357714,"rnaSeq",,,,
"hB_RNA_9210","hB_RNA_9210","HiSeq2500",5.9,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9210,24018516,20489470,0.010053896,"rnaSeq",,,,
"hB_RNA_8075","hB_RNA_8075","HiSeq2500",5.3,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8075,24111825,21495423,0.0047201207,"rnaSeq",,,,
"BM_36_345","BM_36_345","HiSeq2500",5,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,345,24230784,23624632,0.01038031,"rnaSeq",,,,
"hB_RNA_10282","hB_RNA_10282","HiSeq2500",6.6,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10282,24250560,23749271,0.0056759636,"rnaSeq",,,,
"hB_RNA_4774","hB_RNA_4774","HiSeq2500",5.7,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4774,24473881,19584789,0.75744313,"rnaSeq",,,,
"hB_RNA_12282_resequenced","hB_RNA_12282_resequenced","HiSeq2500",5.2,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12282,24524656,23756737,0.0065983813,"rnaSeq",,,,
"hB_RNA_12272_resequenced","hB_RNA_12272_resequenced","HiSeq2500",5.8,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12272,24536366,23779589,0.005853087,"rnaSeq",,,,
"hB_RNA_10272","hB_RNA_10272","HiSeq2500",7.8,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10272,24813952,24349808,0.00488316,"rnaSeq",,,,
"hB_RNA_10892_resequenced","hB_RNA_10892_resequenced","HiSeq2500",7.8,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10892,24893222,24402725,0.0032965583,"rnaSeq",,,,
"hB_RNA_10567_resequenced","hB_RNA_10567_resequenced","HiSeq2500",4.1,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10567,24958647,24327231,0.007837061,"rnaSeq",,,,
"hB_RNA_9207","hB_RNA_9207","HiSeq2500",4.9,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9207,24986153,21022833,0.017051794,"rnaSeq",,,,
"hB_RNA_8115","hB_RNA_8115","HiSeq2500",5.9,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8115,25222067,22764175,0.003378554,"rnaSeq",,,,
"BM_22_268","BM_22_268","HiSeq2500",6.3,"NA","NA","H154B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,268,25320329,24717393,0.0012203958,"rnaSeq",,,,
"BM_22_243","BM_22_243","HiSeq2500",5.9,"NA","NA","H154B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,243,25360377,24825337,0.0012702346,"rnaSeq",,,,
"BM_10_807","BM_10_807","HiSeq2500",6.1,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,807,25463119,24869937,0.0034573472,"rnaSeq",,,,
"BM_22_222","BM_22_222","HiSeq2500",6.1,"NA","NA","S115B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,222,25548705,24471401,0.008263933,"rnaSeq",,,,
"hB_RNA_7895","hB_RNA_7895","HiSeq2500",7.3,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7895,25548872,23759165,0.0072258436,"rnaSeq",,,,
"hB_RNA_7685","hB_RNA_7685","HiSeq2500",7.5,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7685,25664630,24282206,0.007308685,"rnaSeq",,,,
"hB_RNA_9212","hB_RNA_9212","HiSeq2500",6.2,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9212,25664922,22940588,0.013771181,"rnaSeq",,,,
"hB_RNA_12262_resequenced","hB_RNA_12262_resequenced","HiSeq2500",5.2,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12262,25665862,24658477,0.015596422,"rnaSeq",,,,
"hB_RNA_10292","hB_RNA_10292","HiSeq2500",7.8,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10292,25768834,25335435,0.002152637,"rnaSeq",,,,
"hB_RNA_8095","hB_RNA_8095","HiSeq2500",5.5,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8095,25788024,23466510,0.0048995353,"rnaSeq",,,,
"hB_RNA_16815","hB_RNA_16815","HiSeq2500",8.3,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16815,25860655,25213364,0.031907365,"rnaSeq",,,,
"hB_RNA_8795","hB_RNA_8795","HiSeq2500",4.4,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8795,25882059,24535947,0.032650337,"rnaSeq",,,,
"BM_36_368","BM_36_368","HiSeq2500",8.1,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,368,25925937,25420916,0.001702771,"rnaSeq",,,,
"hB_RNA_4520","hB_RNA_4520","HiSeq2500",7,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4520,26173566,24257398,0.004420713,"rnaSeq",,,,
"hB_RNA_11152","hB_RNA_11152","HiSeq2500",2.5,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,11152,26180452,25272810,0.023287002,"rnaSeq",,,,
"hB_RNA_8775","hB_RNA_8775","HiSeq2500",8.3,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8775,26207445,25107609,0.016913518,"rnaSeq",,,,
"hB_RNA_17035","hB_RNA_17035","HiSeq2500",9.8,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,17035,26297737,25953056,0.0027620255,"rnaSeq",,,,
"BM_22_196","BM_22_196","HiSeq2500",6.9,"NA","NA","S114B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,196,26466941,25385254,0.006441574,"rnaSeq",,,,
"hB_RNA_17135","hB_RNA_17135","HiSeq2500",10,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,17135,26491686,26071228,0.0026482835,"rnaSeq",,,,
"hB_RNA_10617_resequenced","hB_RNA_10617_resequenced","HiSeq2500",6.6,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10617,26603500,26083499,0.004496406,"rnaSeq",,,,
"hB_RNA_12252_resequenced","hB_RNA_12252_resequenced","HiSeq2500",4.3,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12252,26614879,25396738,0.025129763,"rnaSeq",,,,
"hB_RNA_11042","hB_RNA_11042","HiSeq2500",5.2,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,11042,26890686,25974781,0.006279745,"rnaSeq",,,,
"BM_22_269","BM_22_269","HiSeq2500",6.9,"NA","NA","H154B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,269,26927085,26224788,0.00327526,"rnaSeq",,,,
"hB_RNA_4951","hB_RNA_4951","HiSeq2500",7.9,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4951,26980458,22900778,0.5186167,"rnaSeq",,,,
"hB_RNA_9211","hB_RNA_9211","HiSeq2500",6.6,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9211,26989379,24514713,0.009725996,"rnaSeq",,,,
"hB_RNA_9213","hB_RNA_9213","HiSeq2500",4.5,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9213,27032175,24064842,0.011292989,"rnaSeq",,,,
"BM_22_57","BM_22_57","HiSeq2500",4.9,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,57,27043525,26560647,0.0031969852,"rnaSeq",,,,
"BM_10_615","BM_10_615","HiSeq2500",7.5,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,615,27045169,26163969,0.0021525787,"rnaSeq",,,,
"hB_RNA_8785","hB_RNA_8785","HiSeq2500",6.6,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8785,27176863,26237832,0.008195075,"rnaSeq",,,,
"hB_RNA_4501","hB_RNA_4501","HiSeq2500",3.9,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4501,27195671,26323127,0.0076550553,"rnaSeq",,,,
"hB_RNA_9215","hB_RNA_9215","HiSeq2500",2.8,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9215,27210739,24128902,0.036187723,"rnaSeq",,,,
"hB_RNA_9224","hB_RNA_9224","HiSeq2500",6.3,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9224,27266286,25233053,0.012327561,"rnaSeq",,,,
"BM_10_759","BM_10_759","HiSeq2500",8.3,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,759,27541581,26875604,0.0014006383,"rnaSeq",,,,
"hB_RNA_4961","hB_RNA_4961","HiSeq2500",6.8,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4961,27559397,22842444,0.62465984,"rnaSeq",,,,
"hB_RNA_8745","hB_RNA_8745","HiSeq2500",7.7,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8745,27563072,26308621,0.026630549,"rnaSeq",,,,
"BM_22_267","BM_22_267","HiSeq2500",7.6,"NA","NA","H154B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,267,27597542,26984738,0.010241604,"rnaSeq",,,,
"hB_RNA_7955","hB_RNA_7955","HiSeq2500",5.1,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7955,27643013,25652399,0.0051804897,"rnaSeq",,,,
"BM_22_272","BM_22_272","HiSeq2500",6.1,"NA","NA","H154B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,272,27711821,26986385,0.0017577383,"rnaSeq",,,,
"hB_RNA_11142","hB_RNA_11142","HiSeq2500",7,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,11142,27713155,27162425,0.0047345553,"rnaSeq",,,,
"BM_36_339","BM_36_339","HiSeq2500",7.1,"NA","NA","S115B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,339,27799544,27157171,0.0044911895,"rnaSeq",,,,
"hB_RNA_7665","hB_RNA_7665","HiSeq2500",7.1,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7665,27851163,25678562,0.009536749,"rnaSeq",,,,
"hB_RNA_9231","hB_RNA_9231","HiSeq2500",6.5,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9231,27867235,27248740,0.00926263,"rnaSeq",,,,
"hB_RNA_4321","hB_RNA_4321","HiSeq2500",6.5,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4321,27871095,27268806,0.0054442794,"rnaSeq",,,,
"hB_RNA_8105","hB_RNA_8105","HiSeq2500",4.1,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8105,27874786,27078231,0.003489002,"rnaSeq",,,,
"hB_RNA_12181_resequenced","hB_RNA_12181_resequenced","HiSeq2500",3.8,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12181,27921398,27145925,0.019731728,"rnaSeq",,,,
"hB_RNA_7945","hB_RNA_7945","HiSeq2500",5.9,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7945,27944760,26225483,0.0055703833,"rnaSeq",,,,
"BM_10_698","BM_10_698","HiSeq2500",7,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,698,27958064,27230669,0.0036491943,"rnaSeq",,,,
"hB_RNA_9216","hB_RNA_9216","HiSeq2500",5.7,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9216,27962388,25331012,0.0124797225,"rnaSeq",,,,
"hB_RNA_8405","hB_RNA_8405","HiSeq2500",2,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8405,27970951,26517146,0.018136794,"rnaSeq",,,,
"hB_RNA_7745","hB_RNA_7745","HiSeq2500",7.9,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7745,27984283,25805266,0.011382212,"rnaSeq",,,,
"hB_RNA_9217","hB_RNA_9217","HiSeq2500",7.1,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9217,28002610,25299070,0.01146643,"rnaSeq",,,,
"hB_RNA_17065","hB_RNA_17065","HiSeq2500",10,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,17065,28117718,27701630,0.0053428984,"rnaSeq",,,,
"BM_22_108","BM_22_108","HiSeq2500",5,"NA","NA","S113B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,108,28160582,25526110,0.0034045533,"rnaSeq",,,,
"hB_RNA_11092","hB_RNA_11092","HiSeq2500",2.5,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,11092,28187972,27135203,0.02427334,"rnaSeq",,,,
"BM_22_255","BM_22_255","HiSeq2500",5.4,"NA","NA","H154B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,255,28213664,27022887,0.0020539255,"rnaSeq",,,,
"hB_RNA_12362","hB_RNA_12362","HiSeq2500",5.5,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12362,28241801,27603093,0.0067962315,"rnaSeq",,,,
"hB_RNA_4751","hB_RNA_4751","HiSeq2500",4.2,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4751,28257286,23961151,0.3854477,"rnaSeq",,,,
"hB_RNA_9220","hB_RNA_9220","HiSeq2500",7.1,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9220,28293527,26247978,0.005462897,"rnaSeq",,,,
"hB_RNA_10882_resequenced","hB_RNA_10882_resequenced","HiSeq2500",5.7,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10882,28328317,27469066,0.0044296375,"rnaSeq",,,,
"BM_10_758","BM_10_758","HiSeq2500",6.6,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,758,28361385,27605104,0.0028417932,"rnaSeq",,,,
"hB_RNA_9219","hB_RNA_9219","HiSeq2500",6,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9219,28377322,26256209,0.021895355,"rnaSeq",,,,
"hB_RNA_9218","hB_RNA_9218","HiSeq2500",5.1,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9218,28417599,25856792,0.01392052,"rnaSeq",,,,
"BM_10_810","BM_10_810","HiSeq2500",7.8,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,810,28489539,28066641,0.0022071756,"rnaSeq",,,,
"hB_RNA_10302","hB_RNA_10302","HiSeq2500",6.2,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10302,28560542,27713430,0.0073767845,"rnaSeq",,,,
"BM_36_338","BM_36_338","HiSeq2500",5.8,"NA","NA","S115B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,338,28660697,28034773,0.0062029753,"rnaSeq",,,,
"hB_RNA_8475","hB_RNA_8475","HiSeq2500",2.6,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8475,28667303,21008618,0.86960524,"rnaSeq",,,,
"hB_RNA_4301","hB_RNA_4301","HiSeq2500",4.8,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4301,28675657,27691099,0.0053837877,"rnaSeq",,,,
"hB_RNA_8765","hB_RNA_8765","HiSeq2500",8,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8765,28684878,27760784,0.021060573,"rnaSeq",,,,
"hB_RNA_16185","hB_RNA_16185","HiSeq2500",8.8,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16185,28689313,28175200,0.002811941,"rnaSeq",,,,
"hB_RNA_10332","hB_RNA_10332","HiSeq2500",8,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10332,28707510,28084349,0.006492905,"rnaSeq",,,,
"hB_RNA_4341","hB_RNA_4341","HiSeq2500",2.4,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4341,28724152,27677064,0.011028554,"rnaSeq",,,,
"hB_RNA_8915","hB_RNA_8915","HiSeq2500",3.1,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8915,28822944,27748426,0.04417029,"rnaSeq",,,,
"BM_10_609","BM_10_609","HiSeq2500",6.3,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,609,28837506,27866269,0.0022553434,"rnaSeq",,,,
"BM_10_756","BM_10_756","HiSeq2500",6.5,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,756,28993223,28178783,0.004181834,"rnaSeq",,,,
"hB_RNA_7905","hB_RNA_7905","HiSeq2500",5.9,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7905,28997104,26838454,0.011249679,"rnaSeq",,,,
"BM_22_88","BM_22_88","HiSeq2500",7.3,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,88,29020637,28260426,0.0015065944,"rnaSeq",,,,
"hB_RNA_8895","hB_RNA_8895","HiSeq2500",6.6,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8895,29045637,28423534,0.012672667,"rnaSeq",,,,
"hB_RNA_12211_resequenced","hB_RNA_12211_resequenced","HiSeq2500",5.7,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12211,29090045,28182540,0.008744137,"rnaSeq",,,,
"hB_RNA_12312_resequenced","hB_RNA_12312_resequenced","HiSeq2500",3.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12312,29117111,28188803,0.0064930036,"rnaSeq",,,,
"BM_10_800","BM_10_800","HiSeq2500",7.8,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,800,29156888,28700330,0.0015980653,"rnaSeq",,,,
"hB_RNA_12944","hB_RNA_12944","HiSeq2500",6.3,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12944,29164419,28327146,0.0060098534,"rnaSeq",,,,
"hB_RNA_10942","hB_RNA_10942","HiSeq2500",4.9,"NA","NA","K76C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10942,29176204,28625314,0.0028514622,"rnaSeq",,,,
"hB_RNA_5161","hB_RNA_5161","HiSeq2500",4.4,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,5161,29198164,28431398,0.009365631,"rnaSeq",,,,
"hB_RNA_9214","hB_RNA_9214","HiSeq2500",6,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9214,29209215,26224532,0.0077024065,"rnaSeq",,,,
"hB_RNA_16665","hB_RNA_16665","HiSeq2500",9.9,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16665,29222922,28585608,0.0024432575,"rnaSeq",,,,
"BM_36_299","BM_36_299","HiSeq2500",6.3,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,299,29235760,28720751,0.005113341,"rnaSeq",,,,
"hB_RNA_7855","hB_RNA_7855","HiSeq2500",3,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7855,29253399,26544353,0.044196934,"rnaSeq",,,,
"hB_RNA_9221","hB_RNA_9221","HiSeq2500",6,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9221,29261749,27134122,0.014402824,"rnaSeq",,,,
"hB_RNA_10872_resequenced","hB_RNA_10872_resequenced","HiSeq2500",2.5,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10872,29291387,28512673,0.004086709,"rnaSeq",,,,
"hB_RNA_7805","hB_RNA_7805","HiSeq2500",4.5,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7805,29302407,27307790,0.0145382695,"rnaSeq",,,,
"hB_RNA_16015","hB_RNA_16015","HiSeq2500",6.3,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16015,29305190,28645476,0.003939645,"rnaSeq",,,,
"BM_10_806","BM_10_806","HiSeq2500",5.7,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,806,29321278,28565148,0.0066409246,"rnaSeq",,,,
"BM_10_692","BM_10_692","HiSeq2500",7,"NA","NA","S107B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,692,29324752,28679477,0.0023002513,"rnaSeq",,,,
"hB_RNA_4611","hB_RNA_4611","HiSeq2500",6.7,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4611,29360007,28451864,0.006636788,"rnaSeq",,,,
"hB_RNA_16355","hB_RNA_16355","HiSeq2500",9.9,"NA","NA","E008C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,16355,29374830,28639402,0.0039936937,"rnaSeq",,,,
"hB_RNA_10962","hB_RNA_10962","HiSeq2500",5.3,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10962,29459430,28794142,0.0032486815,"rnaSeq",,,,
"BM_10_798","BM_10_798","HiSeq2500",6.7,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,798,29530399,28619248,0.00434676,"rnaSeq",,,,
"hB_RNA_9074","hB_RNA_9074","HiSeq2500",3.2,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9074,29544746,28644688,0.017663764,"rnaSeq",,,,
"BM_10_811","BM_10_811","HiSeq2500",6.9,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,811,29718525,29215404,0.0018900988,"rnaSeq",,,,
"BM_10_764","BM_10_764","HiSeq2500",6.7,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,764,29719774,29168668,0.0034948117,"rnaSeq",,,,
"hB_RNA_9198","hB_RNA_9198","HiSeq2500",7.2,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9198,29793003,24465605,0.0056057475,"rnaSeq",,,,
"BM_36_507","BM_36_507","HiSeq2500",5.2,"NA","NA","S151B648","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,507,29839240,29159898,0.0021671886,"rnaSeq",,,,
"hB_RNA_12191_resequenced","hB_RNA_12191_resequenced","HiSeq2500",7.2,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12191,29848992,29223731,0.00817038,"rnaSeq",,,,
"hB_RNA_12536","hB_RNA_12536","HiSeq2500",6.1,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12536,29896510,28319644,0.006543797,"rnaSeq",,,,
"hB_RNA_5051","hB_RNA_5051","HiSeq2500",7,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,5051,29950136,29125014,0.0050807185,"rnaSeq",,,,
"hB_RNA_9154","hB_RNA_9154","HiSeq2500",7,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9154,29959017,29134911,0.008744766,"rnaSeq",,,,
"hB_RNA_12724","hB_RNA_12724","HiSeq2500",6.9,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12724,30005298,28687177,0.026392281,"rnaSeq",,,,
"BM_10_582","BM_10_582","HiSeq2500",6.4,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,582,30013039,29163699,0.0017340049,"rnaSeq",,,,
"BM_36_351","BM_36_351","HiSeq2500",7,"NA","NA","S110B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,351,30032637,29496790,0.0033295148,"rnaSeq",,,,
"hB_RNA_9186","hB_RNA_9186","HiSeq2500",5.4,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9186,30109488,29047937,0.0046196743,"rnaSeq",,,,
"hB_RNA_17045","hB_RNA_17045","HiSeq2500",9.9,"NA","NA","E009C189","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,17045,30110236,29633119,0.007796884,"rnaSeq",,,,
"hB_RNA_9045","hB_RNA_9045","HiSeq2500",4.3,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9045,30247349,29220211,0.014694007,"rnaSeq",,,,
